id,label,text
63,normal,"বন্ধু, Sunday picnic এর জন্য plan ঠিক করেছো কি? আমরা early morning বের হব, Let’s coordinate"
64,normal,"Hi Shumi, তুমি কেমন আছো? আজকে coffee খেতে আসো না? অনেক কিছু catch up করতে হবে"
65,normal,কালকের training session cancel হয়েছে। নতুন date পরে জানানো হবে। Please inform all teammates
66,normal,আজ bike ride করতে যাই? Weather খুব সুন্দর। তুমি join করছো কি? Let’s meet at usual spot
67,normal,"মামা, Eid gift জন্য কিছু buy করতে হবে। Shall we go together to Bashundhara Shopping Mall? Enjoy shopping"
68,smish,"URGENT: আপনার BRAC Bank account এ ২০,০০০ TK unauthorized withdrawal detect হয়েছে। Verify করতে click করুন http://bracsecurebd.com এবং OTP 4532 submit করুন।"
69,smish,Alert! আপনার bKash account suspicious login attempt detect হয়েছে। Reset password এখনই: http://bkashtk-verify.com before fraud occurs
70,smish,Congratulations! আপনার Dutch-Bangla lottery prize ৪ লাখ TK। Claim করতে visit করুন http://dbbl-lottery.com with code 7621 before 10 Sep
71,smish,Warning! আপনার Nagad account unauthorized fund transfer detect হয়েছে। Secure করতে click করুন http://nagadsecurebd.com and verify now
72,smish,সতর্কতা! Robi number ০১৯XXXXXX এ suspicious call detect হয়েছে। Check now at http://robi-alerts.com and reference code 3281 submit করুন
73,smish,আপনার City Bank card expired হয়েছে। Update করতে click করুন http://citysecurebd.com before any transaction fail occurs
74,smish,আপনার bKash account temporary block হয়েছে। Reactivate করতে এখনই visit করুন http://bkashtk-secure.com and submit OTP 4529
75,promo,"Grameenphone offer: Recharge ৫০০ TK এবং ২ GB extra data পান। Limited time offer, তাই আজই recharge করুন to enjoy full benefit"
76,promo,New arrival: সব summer clothes এখন ২৫% discount। Shop online বা nearest outlet এ visit করুন এবং free delivery পান
77,promo,"Robi ৫০০ TK recharge করে ১২০ TK bonus পান। Offer valid until ১৫ Sep, hurry up, first ৫০০ users only"
78,promo,BRAC Bank credit card holders জন্য ১৫% cashback on electronics। Apply now এবং instant reward points পান
79,promo,"Nagad app recharge ২০০ TK এবং ২০ TK extra credit পান। Limited offer, recharge today to avoid missing bonus"
80,promo,DBBL online banking payment করুন এবং exclusive reward points পান। Register now এবং future bill pay এ benefit enjoy করুন
81,promo,"New restaurant launch offer: Buy ১ get ১ free on all pizzas। Only this weekend, তাই আজই visit করুন এবং enjoy করুন taste"
82,promo,City Bank app payment করুন এবং instant cashback ৭% পান। Download now এবং enjoy secure online transactions
83,normal,কালকে class এ আসবা তো? আমরা বাসা থেকে একসাথে যাই। After class coffee খেতে যেতে পারি এবং একটু chat করি
84,normal,আজকে dinner এর জন্য কি plan? তুমি কিছু cook করতে চাও নাকি বাইরে order করি? Let me know before ৭ pm
85,normal,"Hi Rafiq, কালকের meeting time confirm করেছো কি? আমি planning করতে চাই, so kindly reply as soon as possible"
86,normal,"আজ Sunday, chill করার ইচ্ছে আছে। Movie দেখতে যাবো কি? Weather অনেক সুন্দর এবং mood perfect"
87,normal,"মা, market থেকে কিছু vegetables আনতে হবে। I will pay cash, তুমি কি fruits ও আনবে? Let's coordinate"
88,normal,"বন্ধু, Sunday picnic এর জন্য plan ঠিক করেছো কি? আমরা early morning বের হব, Let’s discuss route এবং food arrangement"
89,normal,"Hi Shumi, তুমি কেমন আছো? আজকে coffee খেতে আসো না? অনেক কিছু catch up করতে হবে, তাই time fix করি"
90,normal,কালকের training session cancel হয়েছে। নতুন date পরে জানানো হবে। Please inform all teammates এবং reschedule করুন
91,normal,আজ bike ride করতে যাই? Weather খুব সুন্দর। তুমি join করছো কি? Let’s meet at usual spot around ৭ am
92,normal,"মামা, Eid gift জন্য কিছু buy করতে হবে। Shall we go together to Bashundhara Shopping Mall? Enjoy shopping and choose gifts wisely"
93,smish,আপনার Dutch-Bangla ATM card unusual transaction detect করেছে। Verify করতে এখনই click করুন http://dbbl-alerts.com and provide OTP 4512
94,smish,Alert! আপনার Nagad account unauthorized login detect হয়েছে। Reset password এখনই: http://nagad-securebd.com before account block
95,smish,Congratulations! আপনি ৩ লাখ TK lucky draw prize জিতেছেন। Claim করতে visit করুন http://bd-lottery.net with code 9861
96,smish,URGENT: আপনার BRAC Bank account block হতে চলেছে। Verify করতে এখনই click করুন http://bracsecurelogin.com before any fund loss
97,smish,আপনার UCB card unusual purchase detect হয়েছে। Confirm করতে visit করুন http://ucb-alertbd.com এখনই এবং avoid fraud
98,smish,সতর্কতা! Bank Asia online login failed হয়েছে। Reset now: http://bankasia-alert.com এবং secure password set করুন immediately
99,promo,"Robi recharge ২০০ TK get ৫০ TK bonus। First ১০০০ users only, hurry up, claim today"
100,promo,"New restaurant offer: Buy ১ get ১ free pizza। Only for weekend, তাই আজই visit করুন"
101,normal,কালকে class এ আসবে? আমরা বাসা থেকে একসাথে যাই। After class coffee খেতে যেতে পারি এবং discuss some notes
102,normal,আজকে dinner এর জন্য কি plan? তুমি cook করতে চাও নাকি বাইরে order করি? Let me know before ৭ pm
103,normal,আজ Sunday chill করার ইচ্ছে আছে। Movie দেখতে যাবো কি? Weather perfect এবং mood great
104,normal,"বন্ধু, Sunday picnic এর জন্য plan ঠিক করেছো কি? আমরা early morning বের হব, Let’s discuss route and food plan"
105,normal,"Hi Shumi, তুমি কেমন আছো? আজকে coffee খেতে আসো না? অনেক কিছু catch up করতে হবে, time fix করি"
106,normal,কালকের training session cancel হয়েছে। নতুন date পরে জানানো হবে। Please inform all teammates এবং reschedule করা দরকার
107,smish,আপনার Dutch-Bangla ATM card unusual transaction detect করেছে। Verify করতে এখনই click করুন http://dbbl-alerts.com এবং provide OTP 4523
108,smish,Congratulations! আপনি ৩ লাখ TK lucky draw prize জিতেছেন। Claim করতে visit করুন http://bd-lottery.net with code 9867
109,smish,আপনার UCB card unusual purchase detect হয়েছে। Confirm করতে visit করুন http://ucb-alertbd.com এবং avoid fraud
110,smish,"আপনার Agrani Bank account এ unusual activity detect হয়েছে। যদি না করেন, তাহলে এখনই লগিন করুন http://agrani-securebd.com এবং reference code 9931 submit করুন।"
111,smish,"Alert! আপনার Nagad app থেকে ১৫,০০০ TK unauthorized debit detect হয়েছে। Protect করতে visit করুন http://nagadprotect.com এবং OTP 7612 submit করুন।"
112,smish,Warning! আপনার DBBL account suspicious login detect হয়েছে। Immediate action নিতে click করুন http://dbblverify.com এবং security questions complete করুন।
113,smish,URGENT: আপনার bKash account temporary block হয়েছে। Reactivate করতে এখনই visit করুন http://bkashtk-safe.com before ২৪ hours expire।
114,smish,আপনার UCB card unusual transaction detect হয়েছে। Verify করতে visit করুন http://ucbverify.com এবং submit করুন OTP 6392
115,smish,সতর্কতা! Robi number ০১৮XXXXXX unauthorized call detect হয়েছে। Check now at http://robi-securealert.com এবং reference 4829 submit করুন
116,smish,আপনার City Bank ATM card suspicious withdrawal detect হয়েছে। Protect করতে click করুন http://citybank-secure.com এবং validate OTP 2741
117,smish,ALERT! Bank Asia online payment fail হয়েছে। Verify now: http://bankasia-securebd.com এবং correct করুন recent transaction
118,smish,Congratulations! Dutch-Bangla lucky draw prize ৬ লাখ TK। Claim করতে visit করুন http://dbbl-luckydraw.com with code 8154 before ২০ Sep
119,smish,Warning! আপনার Nagad account suspicious fund transfer detect হয়েছে। Confirm now: http://nagad-alertbd.com এবং verify করুন account immediately
120,promo,"GP new offer: Recharge ২০০ TK এবং ২ GB extra data পান। Offer valid ২৪ hours, তাই recharge করুন আজই এবং enjoy data"
121,promo,"Summer sale: সব shirts, trousers, এবং accessories ২৫% discount। Online বা physical store থেকে buy করুন এবং free delivery পান"
122,promo,"Robi ২০০ TK recharge করুন এবং ৫০ TK extra bonus পান। Offer limited, first ১০০০ users only, hurry up and claim today"
123,promo,BRAC Bank card holders ২০% cashback পান electronics shopping এ। Apply now এবং instant reward points enjoy করুন
124,promo,"Nagad app recharge ৫০০ TK এবং ৫০ TK extra credit পান। Limited offer, recharge today to secure bonus"
125,promo,DBBL online banking payment করুন এবং exclusive loyalty points পান। Register now এবং future bills এ redeem করুন
126,promo,City Bank app payment করুন এবং instant cashback ১০% পান। Download now এবং enjoy hassle-free secure transactions
127,normal,"Hi Arif, কালকে library এ study session হবে। তুমি আসছো কি? Let’s meet around ৫ pm and discuss notes"
128,normal,আজকে dinner জন্য কি plan? তুমি cook করতে চাও নাকি বাইরে order করি? Let me know before ৭ pm and coordinate
129,normal,"Hi Rafiq, কালকের meeting time confirm করেছো কি? আমি prepare করতে চাই, so kindly reply as soon as possible"
130,normal,"আজ Sunday, chill করার ইচ্ছে আছে। Coffee shop এ যাই কি? Weather sunny এবং mood perfect"
131,normal,"মা, market থেকে vegetables এবং fruits আনো। আমি cash দিবো, এবং তুমি কি snacks ও আনবে? Let's coordinate"
132,normal,"বন্ধু, Sunday picnic plan ঠিক করেছো কি? আমরা early morning বের হবো, Let’s discuss route এবং food arrangement"
133,normal,"Hi Shumi, তুমি কেমন আছো? আজকে coffee খেতে আসো না? অনেক gossip share করতে হবে, তাই time fix করি"
134,normal,কালকের training session reschedule হয়েছে। নতুন date পরে 알려বো। Please inform all teammates এবং adjust করুন accordingly
135,normal,আজ bike ride করতে যাই? Weather অনেক সুন্দর। তুমি join করছো কি? Let’s meet at usual spot around ৬:৩০ am
136,normal,"মামা, Eid gift এর জন্য কিছু buy করতে হবে। Shall we go together to Jamuna Future Park? Enjoy shopping এবং choose gifts wisely"
137,smish,আপনার Agrani Bank card unusual transaction detect হয়েছে। Protect করতে visit করুন http://agrani-securebd.com এবং submit OTP 7521
138,smish,Alert! আপনার bKash account unauthorized fund transfer detect হয়েছে। Secure করতে click করুন http://bkashtk-safe.com এবং OTP 8932 submit করুন
139,smish,Warning! DBBL online banking এ suspicious login detect হয়েছে। Verify করতে visit করুন http://dbblverify.com এবং complete করুন security check
140,smish,URGENT: আপনার Nagad account temporary block হয়েছে। Reactivate করতে এখনই click করুন http://nagad-alertbd.com before ২৪ hours expire
141,smish,আপনার UCB card unusual purchase detect হয়েছে। Confirm করতে visit করুন http://ucbverify.com এবং OTP 5923 submit করুন
142,smish,সতর্কতা! Robi number ০১৭XXXXXX unauthorized call detect হয়েছে। Check now at http://robi-securealert.com এবং reference 6732 submit করুন
143,smish,City Bank ATM card suspicious withdrawal detect হয়েছে। Protect করতে visit করুন http://citybank-secure.com এবং validate OTP 3841
144,smish,Congratulations! Dutch-Bangla lucky draw prize ৫ লাখ TK। Claim করতে visit করুন http://dbbl-luckydraw.com with code 9254 before ২৫ Sep
145,smish,Warning! আপনার Nagad account suspicious fund transfer detect হয়েছে। Confirm now: http://nagad-alertbd.com এবং secure করুন account immediately
146,promo,"GP offer: Recharge ৩০০ TK এবং ৩ GB extra data পান। Limited time, recharge today এবং enjoy full benefit"
147,promo,"Summer collection: সব t-shirts, jeans, এবং shoes ২০% discount। Shop online অথবা nearest store visit করুন"
148,promo,"Robi recharge ৫০০ TK এবং ১০০ TK bonus পান। Offer valid first ১০০০ users only, hurry up and claim today"
149,promo,"Nagad app recharge ২০০ TK এবং ২৫ TK extra credit পান। Limited offer, recharge today to secure bonus"
150,promo,DBBL online bill pay করুন এবং loyalty points পান। Register now এবং future bills এ redeem করুন
151,promo,City Bank app payment করুন এবং instant cashback ১২% পান। Download now এবং enjoy hassle-free secure transactions
152,normal,"Hi Arif, library study session কাল হবে। তুমি join করছো কি? Let’s meet around ৫ pm এবং notes share করি"
153,normal,আজ dinner জন্য কি plan? তুমি cook করতে চাও নাকি বাইরে order করি? Let me know before ৭ pm
154,normal,"Hi Rafiq, meeting time কাল confirm করেছো কি? আমি ready করতে চাই, so kindly reply as soon as possible"
155,normal,"মা, market থেকে vegetables এবং fruits আনো। আমি cash দিবো, তুমি কি snacks ও আনবে? Let's coordinate"
156,normal,"বন্ধু, picnic plan ঠিক করেছো কি? Early morning বের হবো, Let’s discuss route এবং food arrangement"
157,normal,"Hi Shumi, coffee খেতে আসো আজ? অনেক gossip share করতে হবে, time fix করি"
158,normal,Training session reschedule হয়েছে। নতুন date পরে 알려বো। Please inform all teammates এবং adjust করুন accordingly
159,normal,আজ bike ride করতে যাই? Weather অনেক সুন্দর। তুমি join করছো কি? Let’s meet at usual spot ৬:৩০ am
160,normal,"মামা, Eid gift জন্য কিছু buy করতে হবে। Shall we go together to Jamuna Future Park? Enjoy shopping এবং choose gifts wisely"
161,smish,আপনার EXIM Bank account এ recent login from unknown device detect হয়েছে। Verify করতে visit করুন http://eximbank-securebd.com এবং provide OTP 9482।
162,smish,"URGENT: আপনার Nagad account এ ২০,০০০ TK unauthorized debit detect হয়েছে। Secure করতে click করুন http://nagad-protect.com এবং submit code 6721"
163,smish,Warning! আপনার bKash account unusual transaction detect হয়েছে। Confirm করতে এখনই visit করুন http://bkashtk-verify.com before any fund loss occurs
164,smish,Alert! আপনার UCB card unusual purchase detect হয়েছে। Protect করতে click করুন http://ucbsecurebd.com এবং OTP 3847 submit করুন
165,smish,আপনার City Bank ATM suspicious withdrawal detect হয়েছে। Visit করুন http://citybank-alert.com এবং validate code 5932
166,smish,সতর্কতা! Robi number ০১৯XXXXXX unusual call detect হয়েছে। Check now at http://robi-securebd.com এবং reference 7824 submit করুন
167,smish,আপনার Dutch-Bangla Bank account এ unknown login detect হয়েছে। Verify করতে এখনই visit করুন http://dbblsecure.net and provide OTP 4631
168,smish,Congratulations! Dutch-Bangla lucky draw prize ৭ লাখ TK। Claim করতে visit করুন http://dbbl-luckydraw.com with code 9184 before ৩০ Sep
169,promo,"GP new recharge offer: ৫০০ TK এবং ৩ GB extra data। Limited time offer, recharge করুন আজই এবং enjoy full benefits"
170,promo,"Summer festival sale: সব clothes, shoes এবং accessories ৩০% discount। Shop online অথবা nearest store visit করুন"
171,promo,"Robi recharge ২০০ TK এবং ৬০ TK bonus। Offer valid first ১০০০ users only, hurry up and claim today"
172,promo,City Bank app pay করুন এবং instant cashback ১৫% পান। Download now এবং enjoy hassle-free secure transactions
173,normal,"Hi Arif, কালকে library study session হবে। তুমি আসছো কি? Let’s meet around ৫ pm and discuss notes together"
174,normal,আজকে dinner এর জন্য কি plan? তুমি cook করতে চাও নাকি বাইরে order করি? Let me know before ৮ pm
175,normal,"Hi Rafiq, কালকের meeting time confirm করেছো কি? আমি prepare করতে চাই, so kindly reply asap"
176,normal,"বন্ধু, picnic plan ঠিক করেছো কি? আমরা early morning বের হবো, Let’s discuss route এবং food arrangement"
177,smish,আপনার EXIM Bank card unusual transaction detect হয়েছে। Protect করতে visit করুন http://eximbank-securebd.com এবং OTP 7932 submit করুন
178,smish,Alert! আপনার bKash account unauthorized fund transfer detect হয়েছে। Secure করতে click করুন http://bkashtk-safe.com এবং OTP 6215 submit করুন
179,smish,Warning! DBBL online banking এ suspicious login detect হয়েছে। Verify করতে visit করুন http://dbblsecurelogin.com এবং complete security check
180,smish,URGENT: Nagad account temporary block হয়েছে। Reactivate করতে এখনই click করুন http://nagad-alertbd.com before ২৪ hours expire
181,smish,আপনার UCB card unusual purchase detect হয়েছে। Confirm করতে visit করুন http://ucbverify.com এবং OTP 5843 submit করুন
182,smish,সতর্কতা! Robi number ০১৮XXXXXX unauthorized call detect হয়েছে। Check now at http://robi-securealert.com এবং reference 7931 submit করুন
183,smish,City Bank ATM suspicious withdrawal detect হয়েছে। Protect করতে visit করুন http://citybank-secure.com এবং validate OTP 4723
184,smish,Congratulations! Dutch-Bangla lucky draw prize ৬ লাখ TK। Claim করতে visit করুন http://dbbl-luckydraw.com with code 9187 before ২৫ Sep
185,promo,"GP offer: Recharge ৩০০ TK এবং ৩ GB extra data। Limited period, recharge today এবং enjoy full benefit"
186,promo,"Summer collection: সব t-shirts, jeans, এবং shoes ২৫% discount। Shop online অথবা nearest store visit করুন"
187,promo,"Robi recharge ৫০০ TK এবং ৮০ TK bonus পান। Offer valid first ১০০০ users only, hurry up and claim today"
188,promo,City Bank app pay করুন এবং instant cashback ২০% পান। Download now এবং enjoy hassle-free secure transactions
189,normal,আজ dinner এর জন্য কি plan? তুমি cook করতে চাও নাকি বাইরে order করি? Let me know before ৮ pm
190,normal,"Hi Rafiq, meeting time কাল confirm করেছো কি? আমি ready করতে চাই, so kindly reply asap"
191,smish,আপনার Islami Bank account এ unusual login detect হয়েছে। Verify করতে visit করুন http://islamibank-secure.com এবং OTP 7412 submit করুন
192,smish,"URGENT: আপনার Nagad account থেকে ১০,০০০ TK unauthorized transfer detect হয়েছে। Protect করতে click করুন http://nagadprotection.com এবং code 8532"
193,smish,Alert! আপনার bKash app suspicious login detect হয়েছে। Verify করতে এখনই visit করুন http://bkashtk-login.com এবং provide OTP 6253
194,smish,Warning! আপনার UCB card recent transaction unusual detect হয়েছে। Secure করতে visit করুন http://ucbsecurelogin.com এবং OTP 4921
195,smish,City Bank ATM card unusual withdrawal detect হয়েছে। Protect করতে click করুন http://citybank-alerts.com এবং validate code 3742
196,smish,সতর্কতা! Robi number ০১৮XXXXXX unauthorized call detect হয়েছে। Check now at http://robi-alertbd.com এবং reference 9582 submit করুন
197,smish,আপনার Dutch-Bangla Bank account unknown device login detect হয়েছে। Verify করতে visit করুন http://dbblsecurity.com এবং OTP 8361
198,smish,Congratulations! Dutch-Bangla lucky draw prize ৮ লাখ TK। Claim করতে visit করুন http://dbbl-luckydraw.com with code 9625 before ৩১ Sep
199,smish,Warning! আপনার Nagad account suspicious fund transfer detect হয়েছে। Confirm now: http://nagadsecurebd.com এবং protect account immediately
200,promo,"GP special recharge: ২০০ TK এবং ৪ GB extra data। Limited time, recharge আজই এবং enjoy full benefits"
201,promo,"Mega Summer Sale: সব t-shirts, jeans এবং shoes ২৫% discount। Shop online অথবা nearest store visit করুন"
202,promo,"Robi recharge ৫০০ TK এবং ১২০ TK bonus। First ১০০০ users only, hurry up claim today"
203,promo,DBBL online payment করুন এবং exclusive loyalty points পান। Register now এবং future bills এ redeem করুন
204,promo,City Bank app pay করুন এবং instant cashback ১৮% পান। Download now এবং enjoy secure transactions
205,normal,"Hi Arif, library study session কাল হবে। তুমি join করছো কি? Let’s meet around ৬ pm এবং notes share করি"
206,normal,আজকে dinner plan কি? তুমি cook করতে চাও নাকি outside order করি? Let me know before ৮ pm
207,normal,"আজ Sunday, chill করার mood আছে। Coffee shop এ যাই কি? Weather sunny এবং mood perfect"
208,normal,আজ bike ride করতে যাই? Weather সুন্দর। তুমি join করছো কি? Let’s meet at usual spot ৬:৩০ am
209,smish,আপনার Islami Bank card unusual transaction detect হয়েছে। Protect করতে visit করুন http://islamibank-secure.com এবং OTP 8524 submit করুন
210,smish,Alert! আপনার bKash account unauthorized fund transfer detect হয়েছে। Secure করতে click করুন http://bkashtk-safe.com এবং OTP 9351 submit করুন
211,smish,Warning! DBBL online banking suspicious login detect হয়েছে। Verify করতে visit করুন http://dbblsecurelogin.com এবং complete security check
212,smish,URGENT: Nagad account temporary block হয়েছে। Reactivate করতে এখনই click করুন http://nagad-alert.com before ২৪ hours expire
213,smish,আপনার UCB card unusual purchase detect হয়েছে। Confirm করতে visit করুন http://ucbverify.com এবং OTP 6483 submit করুন
214,smish,সতর্কতা! Robi number ০১৭XXXXXX unauthorized call detect হয়েছে। Check now at http://robi-securealert.com এবং reference 8932 submit করুন
215,smish,City Bank ATM suspicious withdrawal detect হয়েছে। Protect করতে visit করুন http://citybank-secure.com এবং validate OTP 7423
216,smish,Congratulations! Dutch-Bangla lucky draw prize ৯ লাখ TK। Claim করতে visit করুন http://dbbl-luckydraw.com with code 9274 before ৩০ Sep
217,promo,"GP offer: Recharge ৫০০ TK এবং ৫ GB extra data। Limited period, recharge today এবং enjoy full benefit"
218,promo,"Summer festival: সব shirts, jeans, shoes ৩০% discount। Shop online অথবা nearest store visit করুন"
219,promo,"Robi recharge ২০০ TK এবং ৭০ TK bonus। First ১০০০ users only, hurry up claim today"
220,normal,আজ dinner জন্য কি plan? তুমি cook করতে চাও নাকি outside order করি? Let me know before ৮ pm
221,smish,আপনার DBBL account-এ suspicious activity report করা হয়েছে। Immediately call 01987-654321 to avoid suspension.
222,promo,গ্রীষ্মের special offer from Banglalink! এখন recharge করুন TK 99 এবং পাচ্ছেন 10GB data for 7 days.
223,normal,"ভাই, তুমি কি airport এ যাবে? Can you drop me on your way?"
224,promo,"Unilever এর পক্ষ থেকে special discount! সব product-এ 30% off, only at Shwapno outlets. Hurry up!"
